amount,duration,payments,status,loan_year,owner_age_at_loan,owner_age_at_account_creation,has_disponent,has_junior_card,has_classic_card,has_gold_card,min_balance,max_balance,mean_balance,std_balance,recent_balance,total_credit,min_credit,max_credit,mean_credit,std_credit,total_withdrawal,min_withdrawal,max_withdrawal,mean_withdrawal,std_withdrawal,total_credit_times,total_withdrawal_times,interest_credit,payment_for_statement,household,old-age_pension,insurrance_payment,sanction_interest_if_negative_balance,credit_in_cash,collection_from_another_bank,withdrawal_in_cash,remittance_to_another_bank,credit_card_withdrawal,months_until_bankrupt,months_until_bankrupt_loan_duration_diff,sex,frequency,no. of inhabitants,no. of municipalities with inhabitants < 499 ,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,no. of cities ,ratio of urban inhabitants ,average salary ,unemploymant rate 1995 ,unemploymant rate 1996 ,no. of enterpreneurs per 1000 inhabitants ,no. of commited crimes 1995 ,no. of commited crimes 1996 
104712,24,4363,1,1995,25,23,1,0,0,0,300.0,119752.3,52379.1287037037,25536.461904268523,30115.3,1328238.5999999999,66.1,48996.0,13282.385999999999,14610.119480031779,987552.0,30.0,44800.0,10287.0,9970.55158119817,100,96,32,22,22,0,0,0,68,0,94,22,0,6,-18,female,weekly issuance,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
191880,60,3198,1,1995,46,46,0,0,0,0,400.0,128539.4,53685.78620689651,26593.485509477658,78521.0,566208.9000000001,71.8,46829.0,16177.397142857148,15539.326606029266,406308.8,14.6,59200.0,8832.8,13059.184521314459,35,46,9,8,8,0,0,0,26,0,36,16,0,24,-36,male,monthly issuance,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
232560,48,4845,1,1995,25,25,0,0,0,0,600.0,102665.9,63188.63333333334,25714.19251773734,41243.5,197022.59999999998,107.8,39741.0,14073.042857142855,13446.656474152882,137000.0,100.0,37300.0,12454.545454545454,14609.17293635398,14,11,5,3,0,0,0,0,9,0,13,0,0,8,-40,female,issuance after transaction,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
204000,60,3400,1,1995,51,50,0,0,0,0,400.0,68172.8,37809.39846153843,12559.045588045814,41535.2,269311.0,49.3,30604.0,10772.44,11206.618163745921,204482.20000000004,14.6,16100.0,5526.545945945947,4644.115773319726,25,37,11,7,8,0,0,0,2,12,32,8,0,12,-48,male,monthly issuance,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
125340,60,2089,1,1995,51,50,0,0,0,0,500.0,110933.4,51145.51574803151,22615.61563730684,19007.0,624607.3999999999,69.3,49974.0,10958.024561403507,13907.402336813055,472959.0,30.0,45200.0,7628.370967741936,10939.214597380573,57,62,28,13,13,0,0,0,29,0,57,13,0,9,-51,male,weekly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
309600,48,6450,1,1995,20,19,0,0,0,0,400.0,112363.1,58185.589285714275,20775.709175438158,35488.1,467021.0,64.8,58052.0,21228.227272727272,21644.473788122243,390380.0,30.0,34700.0,12592.90322580645,11350.526261367337,22,31,10,6,0,0,0,0,1,11,34,0,0,5,-43,male,weekly issuance,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
189696,24,7904,1,1996,50,49,1,0,0,0,700.0,125386.9,54137.10561797753,23268.798831064105,88647.1,1119518.4,152.6,49775.0,18658.64,16929.826857976626,873184.0,30.0,57600.0,7796.285714285715,13029.81708800775,60,112,18,16,16,0,16,0,42,0,72,46,0,11,-13,male,weekly issuance,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
135360,48,2820,1,1996,20,19,0,1,0,0,200.0,146479.5,64881.31428571429,30388.33374580481,54876.2,603340.4,65.4,48633.0,18854.3875,17861.785912559073,450431.39999999997,14.6,46400.0,12173.82162162162,14657.735161195562,32,37,11,9,0,0,0,0,21,0,45,0,0,19,-29,male,monthly issuance,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
98832,48,2059,1,1996,25,23,0,0,0,0,500.0,63095.4,31814.268361581904,12044.382490118143,27177.1,401400.3,38.1,23282.0,8028.005999999999,8432.578601007168,374230.3999999999,14.6,22240.0,2946.6960629921255,3729.9399761990126,50,127,23,19,18,0,19,0,27,0,72,55,0,13,-35,female,monthly issuance,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
20352,48,424,1,1996,47,47,1,0,0,0,400.0,44427.9,31814.41458333332,8997.431648114682,21281.5,194549.2,24.4,12549.0,4421.572727272727,4586.253904399519,151986.00000000003,14.6,9600.0,2922.807692307693,2678.992784600367,44,52,18,10,10,0,0,0,26,0,42,10,0,50,2,female,monthly issuance,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471
165120,60,2752,1,1996,45,44,1,0,0,0,1100.0,37946.3,24377.371551724136,6849.12223066987,23285.4,395948.80000000005,31.0,11210.0,3959.4880000000003,3872.1433134965446,350457.9999999999,14.6,6300.0,2654.9848484848476,2006.0277249090464,100,132,38,30,30,0,0,0,62,0,102,30,0,8,-52,female,monthly issuance,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
89880,24,3745,1,1996,32,32,0,0,0,0,800.0,116004.2,62571.28275862068,26994.165073139593,39079.5,215539.49999999997,26.2,46981.0,16579.961538461535,19202.288531219736,176460.0,30.0,47100.0,11028.75,11697.244801127315,13,16,5,2,0,0,0,0,8,0,16,0,0,10,-14,male,weekly issuance,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
128988,36,3583,-1,1996,56,55,0,0,0,0,-36.1,78192.9,34740.702439024375,17205.240314267667,9695.2,314909.50000000006,1.5,42530.0,8997.414285714287,11738.63643546735,243500.1,0.1,27600.0,5534.093181818182,6529.577385788375,35,44,18,10,0,0,0,1,17,0,47,0,0,2,-34,male,weekly issuance,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542
63252,12,5271,1,1996,46,44,0,0,0,0,13097.7,86343.2,49291.82256097561,18425.864314139748,49709.2,800390.9,106.4,47436.0,16674.810416666667,17481.319383454724,651980.7999999997,14.6,31800.0,6036.859259259257,7024.7362818173415,48,108,22,18,18,0,0,0,3,23,80,36,0,9,-3,female,monthly issuance,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
61656,24,2569,-1,1996,42,41,0,0,0,0,400.0,89256.9,44763.458333333336,23791.248934095434,59695.5,125895.5,36.9,47337.0,13988.388888888889,17912.12668591027,66200.0,13800.0,31400.0,22066.666666666668,7224.649164876835,9,3,3,0,0,0,0,0,6,0,3,0,0,23,-1,female,weekly issuance,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
72408,24,3017,-1,1996,37,37,0,0,0,0,700.0,83619.5,45099.26153846154,19147.761186686206,36363.9,109163.9,96.5,49634.0,12129.322222222221,16369.906216237008,72800.0,8700.0,32700.0,18200.0,8927.205609819906,9,4,4,0,0,0,0,0,5,0,4,0,0,12,-12,female,issuance after transaction,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
113544,36,3154,1,1996,53,52,0,0,0,0,700.0,68048.1,33990.419718309866,12238.721752016147,13386.8,235792.1,29.2,28386.0,9068.926923076924,10214.3113470779,201640.20000000004,14.6,20900.0,4689.306976744187,4821.390987815984,26,43,11,7,7,0,0,0,4,11,31,14,0,4,-32,male,monthly issuance,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
56100,60,935,1,1996,37,36,0,0,0,0,1000.0,45346.1,20158.00147058824,8364.640718199238,15407.2,138828.1,43.6,13986.0,4958.146428571429,4955.998535359676,123420.80000000002,14.6,10700.0,3085.5200000000004,2981.3598510746738,28,40,12,8,9,0,0,0,16,0,31,9,0,16,-44,male,monthly issuance,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
290700,60,4845,-1,1996,37,35,0,0,0,0,-2825.2,129626.3,59647.42399999998,31431.982076955053,11574.8,719516.0,5.1,49763.0,17131.333333333332,15459.914528865977,662585.0999999999,9.9,56400.0,12742.021153846152,14987.398100960285,42,52,13,12,0,0,0,1,29,0,58,0,0,2,-58,female,monthly issuance,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
123216,48,2567,1,1996,18,17,1,0,0,0,700.0,138433.7,70622.83359374992,27979.58478343037,77580.8,1631037.8000000003,54.9,48959.0,16989.977083333335,17550.381586464624,1453636.0000000005,14.6,59200.0,9200.227848101269,13407.897638416789,96,158,36,20,22,0,0,0,60,0,116,44,0,30,-18,female,monthly issuance,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
380160,60,6336,1,1996,46,44,0,0,0,0,1100.0,147375.1,64777.07522935782,27102.67982458174,24549.6,878170.4999999999,88.4,48887.0,18684.478723404252,18237.556123454233,820989.7999999997,14.6,62500.0,14154.996551724133,15246.03678466304,47,58,15,13,0,0,0,0,32,0,62,0,0,3,-57,male,monthly issuance,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
213300,36,5925,1,1996,31,30,0,0,0,0,400.0,42443.7,27951.913559322016,7797.562796122718,27334.0,123704.3,43.4,13600.0,4581.6407407407405,4207.252338016772,96377.6,14.6,8160.0,3011.8,2259.265666649232,27,32,10,6,5,0,0,0,17,0,27,5,0,4,-32,male,monthly issuance,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
247728,48,5161,1,1996,16,16,0,0,0,0,200.0,108390.1,60054.73400000001,22935.48590256252,52551.7,329077.8,32.1,48620.0,14307.730434782608,18520.28416519327,257619.0,30.0,57900.0,10304.76,13352.765622986122,23,25,12,3,3,0,0,0,11,0,21,6,0,10,-38,male,weekly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
202788,36,5633,1,1996,42,41,0,0,0,0,1100.0,139880.9,57124.26835443034,23149.740405606568,81623.6,678389.7000000001,51.3,72298.0,26091.91153846154,26537.253143637197,481986.0,30.0,45200.0,10954.227272727272,10840.35740115199,26,44,12,8,9,0,0,0,1,13,44,9,0,14,-22,female,weekly issuance,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
154656,48,3222,1,1996,39,38,0,0,0,0,1000.0,61782.0,31791.328089887662,10807.709306973537,37180.5,314688.70000000007,28.5,28994.0,9834.021875000002,10381.07995982759,247216.00000000006,14.6,16300.0,4664.45283018868,4137.74993711735,32,53,14,10,10,0,0,0,3,15,47,10,0,11,-37,male,monthly issuance,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595
100224,48,2088,-1,1996,39,38,0,0,0,0,700.0,46487.1,28124.93333333333,9561.44755968816,31387.1,60087.100000000006,26.5,18792.0,4005.806666666667,6269.503883558535,28700.0,6600.0,15100.0,9566.666666666666,3916.063783387032,15,3,9,0,0,0,0,0,2,4,3,0,0,15,-33,female,monthly issuance,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
44628,12,3719,1,1996,52,50,0,0,0,0,900.0,112689.5,49477.32123287669,22584.141239908553,80439.7,1079599.7999999998,95.5,71565.0,25106.97209302325,26074.757981372102,860928.0,30.0,59000.0,9460.747252747253,10191.70225576595,43,91,20,16,16,0,0,0,2,21,87,16,0,21,9,male,weekly issuance,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
215616,48,4492,-1,1996,39,38,0,0,0,0,-3424.6,50124.8,21447.624590163923,12949.520562929087,8640.6,165167.30000000005,31.1,23130.0,5505.576666666669,7676.422087130755,156526.6,6.8,18700.0,5049.245161290322,4804.323256753214,30,31,18,5,5,0,0,2,12,0,31,0,0,1,-47,male,monthly issuance,42821,4,13,5,1,3,48.4,8173,7.01,7.01,124,1358,1358
200976,48,4187,1,1996,41,40,0,0,0,0,600.0,83553.5,47938.06571428571,18644.73920416684,47431.4,216791.3,60.7,37686.0,12752.429411764706,13451.620057068336,160805.80000000002,14.6,26600.0,9459.164705882355,7126.581721723353,17,17,7,3,3,0,0,0,2,8,15,3,0,11,-37,male,monthly issuance,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
277884,36,7719,-1,1996,15,13,0,0,0,0,1000.0,129394.2,46487.00256410256,27921.78084445097,11614.0,632945.0000000001,15.0,47031.0,13759.673913043482,15882.236179666601,613518.9999999998,14.6,53200.0,8764.55714285714,9874.62177479756,46,70,20,15,13,0,0,0,26,0,71,0,0,1,-35,female,monthly issuance,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325
249312,48,5194,1,1996,40,39,0,0,0,0,900.0,88597.4,35914.85499999999,22828.392979302662,55426.5,327590.7,45.7,47112.0,10919.69,15151.875291315153,272164.0,30.0,32100.0,9072.133333333333,7675.395059249755,30,30,13,6,6,0,0,0,17,0,24,6,0,10,-38,male,weekly issuance,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261
320976,48,6687,-1,1996,59,59,0,0,0,0,1000.0,130775.0,49482.96800000001,27159.96041191106,46462.2,400580.10000000003,68.7,70071.0,17416.526086956525,23965.673293569325,305243.8,14.6,49700.0,12718.491666666667,12822.993528681094,23,24,14,3,0,0,0,0,1,8,27,0,0,6,-42,male,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
30276,12,2523,-1,1996,57,55,0,0,0,0,1000.0,58621.4,31318.87282608695,12149.771736996108,24930.3,243755.40000000005,44.8,22708.0,4202.679310344828,6742.014225830147,190516.80000000002,14.6,18500.0,5953.650000000001,6310.485715656126,58,32,36,8,8,0,0,0,9,13,34,0,0,9,-3,female,monthly issuance,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
49440,60,824,1,1996,29,28,0,0,0,0,300.0,74419.8,47798.86545454537,12746.128925937663,45021.6,327632.69999999995,28.7,30378.0,10568.796774193546,10948.817569962162,282611.0,4.0,20000.0,3577.3544303797466,5111.794831657604,31,79,14,10,11,0,10,0,17,0,47,32,0,54,-6,female,monthly issuance,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
30276,12,2523,-1,1996,57,55,0,0,0,0,715.0,58157.5,25197.09249999999,14944.957516766106,15854.0,242179.19999999995,47.1,22708.0,5264.765217391303,7201.4186724687415,198016.80000000002,14.6,18200.0,6188.025000000001,6614.2809427310385,46,32,24,8,8,0,0,0,9,13,34,0,0,6,-6,female,monthly issuance,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
165960,24,6915,1,1996,51,50,0,0,0,0,700.0,107069.6,52523.24480000004,20871.656091250472,23696.5,813241.8,57.8,62235.0,21979.508108108108,22996.735517029465,750536.3999999997,14.6,41400.0,8934.95714285714,10571.193479094449,37,84,18,14,14,0,0,0,1,18,60,28,0,3,-21,female,monthly issuance,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
123600,60,2060,1,1996,28,28,1,0,0,0,300.0,105255.7,39514.67755102045,23039.119365595314,15512.9,462449.6,14.8,47109.0,11561.24,15408.626089220284,341404.3999999999,14.6,43300.0,6322.303703703702,9449.535243969585,40,54,20,14,0,0,0,0,20,0,58,0,0,7,-53,male,monthly issuance,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
220620,60,3677,1,1996,52,51,0,0,0,0,1100.0,70272.7,36907.456249999996,14295.905645650293,26401.666666666668,418400.0,96.5,33096.0,7748.148148148148,11280.471225935697,388217.79999999993,14.6,20500.0,5318.05205479452,4872.091360012043,54,73,34,13,12,0,0,0,3,17,50,24,0,7,-53,female,monthly issuance,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542
66480,24,2770,-1,1996,60,60,0,0,0,0,900.0,77551.0,34798.28,20387.798390056738,34891.2,85491.2,20.0,49631.0,12213.028571428571,17620.85051755564,50600.0,7600.0,28000.0,16866.666666666668,8432.213364367757,7,3,3,0,0,0,0,0,4,0,3,0,0,12,-12,male,weekly issuance,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433
320592,48,6679,1,1996,25,24,1,0,1,0,500.0,117827.8,60781.30681818174,21040.531140417123,69148.6,1290185.4000000001,91.6,60108.0,21503.090000000004,21779.6264597651,950691.9999999997,14.6,46600.0,9700.9387755102,10373.67123373588,60,98,28,20,0,0,0,0,2,30,114,0,2,10,-38,female,monthly issuance,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
161496,36,4486,1,1996,24,23,0,0,0,0,500.0,113865.5,33219.90000000003,19186.32420969125,29371.5,459573.5,8.0,42094.0,8837.951923076924,11551.344018829257,376426.0,30.0,64900.0,5019.013333333333,9667.24237204293,52,75,20,19,19,0,0,0,32,0,59,19,0,6,-30,male,weekly issuance,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
284280,60,4738,1,1996,37,36,1,0,0,0,300.0,109361.9,64182.6414893617,20060.24004962017,94617.3,1484924.4,93.6,56756.0,20623.949999999997,20967.61941666112,1218779.6,14.6,56800.0,11284.996296296296,12351.54896200177,72,108,34,26,0,0,0,0,2,36,116,0,0,19,-41,female,monthly issuance,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
173016,36,4806,1,1996,51,50,0,0,0,0,300.0,123928.2,61799.24361702124,26371.475906173815,101131.6,679597.9,39.4,49769.0,14459.529787234043,15733.821555799821,555440.0,30.0,62700.0,13224.761904761905,15771.119964774558,47,42,18,8,0,0,0,0,29,0,47,0,0,21,-15,female,weekly issuance,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295
368880,60,6148,1,1996,21,20,1,0,0,0,1100.0,151062.3,60030.74340659343,28602.903671573516,105719.7,2212195.8000000003,9.7,49781.0,19070.653448275865,17267.12712865029,1805480.4000000008,14.6,64500.0,7715.728205128209,12038.05120408243,116,234,40,34,32,0,32,0,76,0,152,96,0,17,-43,male,monthly issuance,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
176148,36,4893,1,1996,32,32,0,0,0,0,1100.0,83783.4,47154.5,20590.46731008532,53592.6,141192.69999999998,34.9,34881.0,15688.077777777777,17169.103967998755,87600.0,5600.0,30400.0,21900.0,9770.875088752286,9,4,4,0,0,0,0,0,1,4,4,0,0,10,-26,female,monthly issuance,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
186384,48,3883,1,1996,37,35,0,0,0,0,700.0,129557.3,61578.30157894749,27267.84547914202,20999.433333333334,1146007.0000000007,67.1,49424.0,13975.695121951228,17154.306480247717,939379.0,30.0,60600.0,9585.5,12908.675904884549,82,98,42,20,19,0,0,0,40,0,89,19,0,5,-43,male,weekly issuance,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
360000,48,7500,1,1996,23,21,0,0,0,0,600.0,126072.0,51149.65514705883,26096.735136430438,64765.2,1045406.0999999999,94.6,73228.0,18340.45789473684,25880.553471202486,876607.6000000001,0.3,59500.0,12175.105555555558,13329.160780366406,57,72,36,14,0,0,0,6,2,19,79,0,0,8,-40,female,issuance after transaction,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
30060,60,501,1,1996,44,43,0,0,1,0,500.0,69382.9,37213.407526881754,11240.165861107753,48523.3,476146.8,50.3,29412.0,10581.039999999999,10899.082660448488,427623.1999999999,14.6,20000.0,3032.788652482269,4364.709489022057,45,141,21,17,17,0,17,0,24,0,65,68,8,96,36,male,monthly issuance,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
46320,24,1930,1,1996,17,15,0,0,0,0,900.0,119892.5,43657.81348314611,20693.714448286803,25102.7,729496.5000000002,28.9,49053.0,15197.843750000005,16521.30880902885,675513.5999999997,14.6,61600.0,5319.004724409447,10670.703714832563,48,127,17,16,16,0,16,0,31,0,66,64,0,13,-11,male,monthly issuance,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859
141948,36,3943,1,1996,45,45,0,0,0,0,800.0,63263.1,32592.68,17048.767605243494,47239.7,68439.8,49.6,28840.0,9777.114285714286,11355.583042140055,21200.0,200.0,16200.0,7066.666666666667,6725.738290742181,7,3,3,0,0,0,0,0,4,0,3,0,0,11,-25,female,monthly issuance,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
19044,36,529,1,1996,22,21,0,0,0,0,600.0,64981.1,43121.75507246376,10456.181799556318,50167.6,252799.0,14.2,24126.0,8717.206896551725,9077.264933657852,202631.40000000005,14.6,22300.0,5065.785000000002,6527.566184633825,29,40,13,9,0,0,0,0,16,0,40,0,0,94,58,female,monthly issuance,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273
85716,36,2381,1,1996,58,57,1,0,0,0,800.0,52782.7,31337.25789473684,11960.322263846792,44466.9,173433.99999999997,52.5,21430.0,5781.133333333332,7387.702157835607,100400.0,7600.0,15900.0,12550.0,3233.032632065442,30,8,16,0,0,0,0,0,4,10,8,0,0,18,-18,male,monthly issuance,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
155880,24,6495,1,1996,27,25,1,0,0,0,1000.0,164648.6,63263.147183098554,26572.08502729327,44564.6,1782244.7999999996,104.4,49818.0,17472.988235294113,17366.9879829932,1549427.2000000007,14.6,60700.0,9333.898795180727,10324.093631509124,102,166,36,32,32,0,0,0,66,0,150,32,0,6,-18,female,monthly issuance,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
32640,48,680,1,1996,53,52,0,0,0,0,300.0,43206.0,25906.4093457944,7510.124361534038,18800.0,157742.7,20.7,11200.0,4044.684615384616,3860.8660508803246,138942.60000000003,14.6,20700.0,2043.2735294117651,2884.9775921047235,39,68,15,11,11,0,0,0,24,0,46,22,0,27,-21,male,monthly issuance,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
20196,36,561,1,1996,25,23,0,0,0,0,200.0,77158.8,52636.598958333314,15208.851923150261,65684.6,440905.80000000005,57.8,35469.0,12967.817647058824,13156.516459634358,375221.19999999995,14.6,24500.0,6051.954838709677,7285.82155240192,34,62,16,12,13,0,0,0,18,0,49,13,0,117,81,male,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
444864,48,9268,1,1996,32,31,1,0,0,0,800.0,62903.5,32404.773437499978,11706.288922869651,41743.9,453467.4,50.4,25862.0,8397.544444444446,8979.425466745604,369979.19999999995,14.6,16300.0,4999.7189189189185,4137.74343135194,54,74,20,12,12,0,0,0,34,0,50,24,0,4,-44,male,monthly issuance,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
11400,12,950,1,1996,16,15,0,0,0,0,300.0,39514.1,27533.66363636363,6193.799891552823,27820.2,107628.6,24.1,10734.0,3711.3310344827587,3726.2239591662287,79808.2,14.6,6700.0,1662.6708333333333,1401.5977915041483,29,48,11,7,8,0,8,0,18,0,25,23,0,29,17,female,monthly issuance,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
96768,36,2688,1,1996,28,27,1,0,0,0,900.0,117830.9,51611.342424242415,22754.87441036609,37396.4,911515.3999999999,13.4,48172.0,16277.060714285713,17889.82849175833,812342.3999999998,14.6,64100.0,11282.533333333331,13295.969117743918,56,72,22,14,14,0,0,0,34,0,62,14,0,13,-23,female,monthly issuance,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
133968,48,2791,1,1996,53,52,1,0,1,0,200.0,117458.5,46772.3151898734,22446.673624223866,34729.5,819979.6000000001,61.0,49512.0,17825.64347826087,18558.365832804262,620460.3999999998,14.6,60800.0,6082.945098039214,9729.206647790821,46,102,16,14,16,0,16,0,30,0,64,48,0,12,-36,male,monthly issuance,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
187104,24,7796,1,1996,19,18,0,0,0,0,300.0,137193.5,66292.37199999999,33882.71515756103,110127.70000000001,288707.0,2.5,43502.0,18044.1875,15675.120660017063,201829.2,14.6,49500.0,22425.466666666667,18548.334544463374,16,9,4,2,0,0,0,0,12,0,9,0,0,14,-10,female,monthly issuance,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
162468,36,4513,1,1996,38,38,1,0,0,0,700.0,83862.8,51279.55333333335,23360.95809695789,74638.8,300877.6,70.9,40614.0,15043.88,15229.722795100375,151600.0,1100.0,34500.0,15160.0,12646.51730714824,20,10,8,0,0,0,0,0,2,10,10,0,0,16,-20,female,monthly issuance,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505
89340,60,1489,1,1996,24,24,1,0,0,0,500.0,54020.1,39644.763636363634,10625.54500602399,41529.899999999994,246671.19999999998,31.8,17313.0,6166.78,6355.7717876431025,163626.00000000003,14.6,8200.0,3408.8750000000005,2494.985432697955,40,48,18,10,10,0,0,0,22,0,38,10,0,27,-33,female,monthly issuance,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
89340,60,1489,1,1996,24,24,1,0,0,0,500.0,54628.1,40005.4818181818,10752.560516882242,42234.899999999994,246680.99999999997,31.8,17313.0,6167.025,6355.539663779545,162226.00000000003,14.6,8200.0,3379.708333333334,2512.144367520284,40,48,18,10,10,0,0,0,22,0,38,10,0,28,-32,female,monthly issuance,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
258444,36,7179,1,1996,30,29,0,0,0,0,600.0,61790.4,40688.1375,16683.030313010993,53892.1,96392.1,141.4,31830.0,8032.675,9587.776551954488,42500.0,5200.0,14600.0,10625.0,3403.2153913615284,12,4,5,0,0,0,0,0,7,0,4,0,0,7,-29,male,weekly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
155640,24,6485,1,1996,53,52,0,0,0,0,500.0,72838.9,45183.34952380955,13448.966494547161,40501.899999999994,324426.0,38.6,34486.0,12015.777777777777,12613.01926938497,283931.4,14.6,21700.0,3640.146153846154,4610.203859408574,27,78,13,9,9,0,9,0,14,0,42,36,0,6,-18,female,monthly issuance,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
270384,48,5633,1,1996,34,33,0,0,0,0,700.0,91294.4,47654.24482758614,18097.62514517076,57835.1,568470.1,25.6,50696.0,17764.690625,18840.714473321455,453605.9999999999,14.6,30800.0,9072.119999999997,7328.440252714079,32,50,14,10,10,0,0,0,3,15,45,10,0,10,-38,male,monthly issuance,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813
54024,12,4502,1,1996,28,26,0,0,1,0,1000.0,81705.8,36480.18503401359,15417.279311988146,25689.9,652932.4,67.3,40521.0,14509.60888888889,15078.50643216396,615586.7999999997,14.6,30100.0,6094.918811881185,7053.023050482412,45,101,22,18,17,0,0,0,1,22,66,34,2,5,-7,male,monthly issuance,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
44376,12,3698,1,1996,34,33,0,0,0,0,800.0,124090.0,53505.215384615374,27913.349195694682,68241.5,333102.29999999993,108.4,49412.0,18505.68333333333,16844.045171093352,190639.80000000002,14.6,54100.0,11914.987500000001,14014.928222875196,18,16,5,3,4,0,0,0,13,0,17,4,0,18,6,male,monthly issuance,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
85632,48,1784,1,1996,47,46,0,0,0,0,800.0,156504.1,65066.73529411768,26786.936070637144,108588.7,697341.9,135.9,49917.0,18351.10263157895,18656.462389470573,591945.9999999999,14.6,60800.0,12868.391304347824,16907.182274018367,38,46,15,10,0,0,0,0,23,0,47,0,0,60,12,female,monthly issuance,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
